verified:,TRUE,w:,2,h:,3,sockets:,group:,0,attr:,I,sColour:,B,group:,0,attr:,D,sColour:,G,group:,0,attr:,S,sColour:,R,group:,0,attr:,D,sColour:,G,name:,Foe,Guardian,typeLine:,Triumphant,Lamellar,baseType:,Triumphant,Lamellar,identified:,TRUE,ilvl:,71,properties:,name:,Armour,values:,499,1,displayMode:,0,type:,16,name:,Evasion,Rating,values:,637,1,displayMode:,0,type:,17,requirements:,name:,Level,values:,69,0,displayMode:,0,type:,62,name:,Str,values:,95,0,displayMode:,1,type:,63,name:,Dex,values:,116,0,displayMode:,1,type:,64,explicitMods:,90,to,Armour,123,to,Evasion,Rating,112,to,maximum,Life,Regenerate,1.8,Life,per,second,36%,to,Cold,Resistance,frameType:,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
verified:,TRUE,w:,2,h:,3,sockets:,group:,0,attr:,S,sColour:,R,group:,0,attr:,S,sColour:,R,group:,1,attr:,S,sColour:,R,group:,1,attr:,S,sColour:,R,group:,2,attr:,S,sColour:,R,name:,Brimstone,Carapace,typeLine:,Golden,Plate,baseType:,Golden,Plate,identified:,TRUE,ilvl:,64,note:,~price,1,alch,properties:,name:,Armour,values:,724,1,displayMode:,0,type:,16,requirements:,name:,Level,values:,56,0,displayMode:,0,type:,62,name:,Str,values:,152,0,displayMode:,1,type:,63,explicitMods:,32,to,Strength,135,to,Armour,97,to,maximum,Life,17%,increased,Stun,and,Block,Recovery,frameType:,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
verified:,TRUE,w:,2,h:,3,sockets:,group:,0,attr:,D,sColour:,G,group:,0,attr:,I,sColour:,B,group:,0,attr:,D,sColour:,G,name:,Pandemonium,Jack,typeLine:,Bone,Armour,baseType:,Bone,Armour,identified:,TRUE,ilvl:,42,note:,~price,1,alch,properties:,name:,Evasion,Rating,values:,202,0,displayMode:,0,type:,17,name:,Energy,Shield,values:,53,1,displayMode:,0,type:,18,requirements:,name:,Level,values:,35,0,displayMode:,0,type:,62,name:,Dex,values:,53,0,displayMode:,1,type:,64,name:,Int,values:,53,0,displayMode:,1,type:,65,explicitMods:,13,to,Dexterity,25,to,Intelligence,10,to,maximum,Energy,Shield,67,to,maximum,Life,16%,increased,Stun,and,Block,Recovery,frameType:,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
verified:,TRUE,w:,2,h:,3,sockets:,group:,0,attr:,I,sColour:,B,group:,1,attr:,S,sColour:,R,name:,Gale,Salvation,typeLine:,Chainmail,Doublet,baseType:,Chainmail,Doublet,identified:,TRUE,ilvl:,25,corrupted:,TRUE,properties:,name:,Armour,values:,160,1,displayMode:,0,type:,16,name:,Energy,Shield,values:,35,1,displayMode:,0,type:,18,requirements:,name:,Level,values:,21,0,displayMode:,0,type:,62,name:,Str,values:,34,0,displayMode:,1,type:,63,name:,Int,values:,34,0,displayMode:,1,type:,65,explicitMods:,16,to,Intelligence,17%,increased,Armour,and,Energy,Shield,37,to,maximum,Life,17%,to,Fire,Resistance,21%,to,Lightning,Resistance,Reflects,1,Physical,Damage,to,Melee,Attackers,frameType:,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
verified:,TRUE,w:,2,h:,3,sockets:,group:,0,attr:,D,sColour:,G,group:,0,attr:,D,sColour:,G,group:,0,attr:,D,sColour:,G,name:,typeLine:,Cutthroat's,Garb,baseType:,Cutthroat's,Garb,identified:,FALSE,ilvl:,61,note:,~price,1,alch,properties:,name:,Evasion,Rating,values:,540,0,displayMode:,0,type:,17,requirements:,name:,Dexterity,values:,145,0,displayMode:,1,type:,64,frameType:,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
verified:,TRUE,w:,2,h:,3,sockets:,group:,0,attr:,S,sColour:,R,group:,0,attr:,S,sColour:,R,group:,1,attr:,S,sColour:,R,name:,Miracle,Ward,typeLine:,Astral,Plate,baseType:,Astral,Plate,identified:,TRUE,ilvl:,84,properties:,name:,Armour,values:,1178,1,displayMode:,0,type:,16,requirements:,name:,Level,values:,62,0,displayMode:,0,type:,62,name:,Str,values:,180,0,displayMode:,1,type:,63,implicitMods:,10%,to,all,Elemental,Resistances,explicitMods:,35,to,Strength,433,to,Armour,52,to,maximum,Life,33%,to,Fire,Resistance,frameType:,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
verified:,TRUE,w:,2,h:,3,sockets:,group:,0,attr:,S,sColour:,R,group:,0,attr:,S,sColour:,R,group:,0,attr:,S,sColour:,R,group:,0,attr:,I,sColour:,B,group:,1,attr:,S,sColour:,R,name:,Apocalypse,Shell,typeLine:,Crusader,Plate,baseType:,Crusader,Plate,identified:,TRUE,ilvl:,67,properties:,name:,Quality,values:,30%,1,displayMode:,0,type:,6,name:,Armour,values:,1464,1,displayMode:,0,type:,16,requirements:,name:,Level,values:,59,0,displayMode:,0,type:,62,name:,Str,values:,160,0,displayMode:,1,type:,63,explicitMods:,61,to,Armour,67%,increased,Armour,36,to,maximum,Life,Regenerate,18.8,Life,per,second,12%,increased,Stun,and,Block,Recovery,6%,additional,Physical,Damage,Reduction,frameType:,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
verified:,TRUE,w:,2,h:,3,sockets:,group:,0,attr:,I,sColour:,B,group:,1,attr:,I,sColour:,B,group:,2,attr:,S,sColour:,R,name:,Doom,Cloak,typeLine:,Spidersilk,Robe,baseType:,Spidersilk,Robe,identified:,TRUE,ilvl:,73,properties:,name:,Energy,Shield,values:,143,1,displayMode:,0,type:,18,requirements:,name:,Level,values:,49,0,displayMode:,0,type:,62,name:,Int,values:,134,0,displayMode:,1,type:,65,explicitMods:,27,to,maximum,Energy,Shield,24,to,maximum,Mana,16%,to,Lightning,Resistance,Reflects,10,Physical,Damage,to,Melee,Attackers,frameType:,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
verified:,TRUE,w:,2,h:,3,sockets:,group:,0,attr:,D,sColour:,G,group:,0,attr:,D,sColour:,G,name:,Dread,Shelter,typeLine:,Sharkskin,Tunic,baseType:,Sharkskin,Tunic,identified:,TRUE,ilvl:,67,properties:,name:,Evasion,Rating,values:,589,0,displayMode:,0,type:,17,requirements:,name:,Level,values:,56,0,displayMode:,0,type:,62,name:,Dex,values:,152,0,displayMode:,1,type:,64,explicitMods:,16,to,Dexterity,93,to,maximum,Life,32%,to,Lightning,Resistance,15%,to,Chaos,Resistance,frameType:,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
verified:,TRUE,w:,2,h:,3,sockets:,group:,0,attr:,D,sColour:,G,name:,Oblivion,Veil,typeLine:,Crypt,Armour,baseType:,Crypt,Armour,identified:,TRUE,ilvl:,74,note:,~price,1,chaos,properties:,name:,Evasion,Rating,values:,308,0,displayMode:,0,type:,17,name:,Energy,Shield,values:,71,1,displayMode:,0,type:,18,requirements:,name:,Level,values:,56,0,displayMode:,0,type:,62,name:,Dex,values:,55,1,displayMode:,1,type:,64,name:,Int,values:,55,1,displayMode:,1,type:,65,explicitMods:,32%,reduced,Attribute,Requirements,23,to,Dexterity,8,to,maximum,Energy,Shield,95,to,maximum,Life,39,to,maximum,Mana,30%,to,Lightning,Resistance,frameType:,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
verified:,TRUE,w:,2,h:,3,sockets:,group:,0,attr:,S,sColour:,R,group:,1,attr:,S,sColour:,R,name:,Miracle,Pelt,typeLine:,Golden,Plate,baseType:,Golden,Plate,identified:,TRUE,ilvl:,61,note:,~b/o,1,chaos,properties:,name:,Armour,values:,933,1,displayMode:,0,type:,16,requirements:,name:,Level,values:,56,0,displayMode:,0,type:,62,name:,Str,values:,103,1,displayMode:,1,type:,63,explicitMods:,32%,reduced,Attribute,Requirements,66%,increased,Armour,27%,to,Fire,Resistance,13%,to,Lightning,Resistance,frameType:,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
verified:,TRUE,w:,2,h:,3,sockets:,group:,0,attr:,S,sColour:,R,group:,0,attr:,S,sColour:,R,name:,Spirit,Veil,typeLine:,Crusader,Plate,baseType:,Crusader,Plate,identified:,TRUE,ilvl:,71,properties:,name:,Armour,values:,772,1,displayMode:,0,type:,16,requirements:,name:,Level,values:,59,0,displayMode:,0,type:,62,name:,Str,values:,160,0,displayMode:,1,type:,63,explicitMods:,139,to,Armour,67,to,maximum,Life,21%,to,Chaos,Resistance,4%,additional,Physical,Damage,Reduction,frameType:,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
verified:,TRUE,w:,2,h:,3,sockets:,group:,0,attr:,S,sColour:,R,group:,0,attr:,S,sColour:,R,name:,Oblivion,Veil,typeLine:,Crusader,Chainmail,baseType:,Crusader,Chainmail,identified:,TRUE,ilvl:,72,note:,~price,1,chaos,properties:,name:,Armour,values:,501,1,displayMode:,0,type:,16,name:,Energy,Shield,values:,106,1,displayMode:,0,type:,18,requirements:,name:,Level,values:,49,0,displayMode:,0,type:,62,name:,Str,values:,64,0,displayMode:,1,type:,63,name:,Int,values:,64,0,displayMode:,1,type:,65,explicitMods:,129,to,Armour,33%,increased,Armour,and,Energy,Shield,28,to,maximum,Energy,Shield,33,to,maximum,Life,Regenerate,41.8,Life,per,second,36%,to,Cold,Resistance,15%,increased,Stun,and,Block,Recovery,frameType:,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
verified:,TRUE,w:,2,h:,3,sockets:,group:,0,attr:,D,sColour:,G,group:,0,attr:,I,sColour:,B,name:,Vortex,Shelter,typeLine:,Sharkskin,Tunic,baseType:,Sharkskin,Tunic,identified:,TRUE,ilvl:,75,note:,~price,1,chaos,properties:,name:,Evasion,Rating,values:,1136,1,displayMode:,0,type:,17,requirements:,name:,Level,values:,56,0,displayMode:,0,type:,62,name:,Dex,values:,152,0,displayMode:,1,type:,64,explicitMods:,207,to,Evasion,Rating,38%,increased,Evasion,Rating,78,to,maximum,Life,40%,to,Cold,Resistance,14%,increased,Stun,and,Block,Recovery,frameType:,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
verified:,TRUE,w:,2,h:,3,sockets:,group:,0,attr:,S,sColour:,R,group:,0,attr:,S,sColour:,R,group:,0,attr:,S,sColour:,R,group:,0,attr:,S,sColour:,R,name:,Torment,Veil,typeLine:,Astral,Plate,baseType:,Astral,Plate,identified:,TRUE,ilvl:,75,note:,~price,1,chaos,properties:,name:,Armour,values:,1128,1,displayMode:,0,type:,16,requirements:,name:,Level,values:,62,0,displayMode:,0,type:,62,name:,Str,values:,180,0,displayMode:,1,type:,63,implicitMods:,9%,to,all,Elemental,Resistances,explicitMods:,31,to,Strength,91,to,Armour,30%,increased,Armour,Regenerate,22.9,Life,per,second,38%,to,Cold,Resistance,13%,increased,Stun,and,Block,Recovery,frameType:,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
verified:,TRUE,w:,2,h:,3,sockets:,group:,0,attr:,D,sColour:,G,group:,0,attr:,S,sColour:,R,group:,1,attr:,S,sColour:,R,group:,1,attr:,D,sColour:,G,name:,Sol,Jack,typeLine:,Full,Dragonscale,baseType:,Full,Dragonscale,identified:,TRUE,ilvl:,71,note:,~price,1,chaos,properties:,name:,Armour,values:,661,1,displayMode:,0,type:,16,name:,Evasion,Rating,values:,524,1,displayMode:,0,type:,17,requirements:,name:,Level,values:,63,0,displayMode:,0,type:,62,name:,Str,values:,115,0,displayMode:,1,type:,63,name:,Dex,values:,94,0,displayMode:,1,type:,64,explicitMods:,38%,increased,Armour,and,Evasion,40,to,maximum,Life,29%,to,Cold,Resistance,36%,to,Lightning,Resistance,16%,to,Chaos,Resistance,15%,increased,Stun,and,Block,Recovery,frameType:,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
verified:,TRUE,w:,2,h:,3,sockets:,group:,0,attr:,S,sColour:,R,name:,Hypnotic,Jack,typeLine:,Crusader,Plate,baseType:,Crusader,Plate,identified:,TRUE,ilvl:,78,note:,~price,1,chaos,properties:,name:,Armour,values:,618,0,displayMode:,0,type:,16,requirements:,name:,Level,values:,59,0,displayMode:,0,type:,62,name:,Str,values:,160,0,displayMode:,1,type:,63,explicitMods:,32,to,Strength,47,to,maximum,Life,40%,to,Cold,Resistance,45%,to,Lightning,Resistance,frameType:,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
verified:,TRUE,w:,2,h:,3,sockets:,group:,0,attr:,I,sColour:,B,group:,0,attr:,S,sColour:,R,group:,0,attr:,S,sColour:,R,group:,0,attr:,D,sColour:,G,name:,Death,Shelter,typeLine:,General's,Brigandine,baseType:,General's,Brigandine,identified:,TRUE,ilvl:,66,note:,~price,1,chaos,properties:,name:,Armour,values:,595,1,displayMode:,0,type:,16,name:,Evasion,Rating,values:,595,1,displayMode:,0,type:,17,requirements:,name:,Level,values:,66,0,displayMode:,0,type:,62,name:,Str,values:,103,0,displayMode:,1,type:,63,name:,Dex,values:,103,0,displayMode:,1,type:,64,explicitMods:,35%,increased,Armour,and,Evasion,35,to,maximum,Life,18%,to,Cold,Resistance,21%,to,Lightning,Resistance,14%,increased,Stun,and,Block,Recovery,frameType:,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
verified:,TRUE,w:,2,h:,3,searing:,TRUE,sockets:,group:,0,attr:,D,sColour:,G,group:,0,attr:,S,sColour:,R,name:,Demon,Jack,typeLine:,Assassin's,Garb,baseType:,Assassin's,Garb,identified:,TRUE,ilvl:,78,properties:,name:,Evasion,Rating,values:,929,1,displayMode:,0,type:,17,requirements:,name:,Level,values:,68,0,displayMode:,0,type:,62,name:,Dex,values:,183,0,displayMode:,1,type:,64,implicitMods:,Flasks,applied,to,you,have,8%,increased,Effect,explicitMods:,23%,chance,to,Suppress,Spell,Damage,42,to,Dexterity,24%,increased,Evasion,Rating,94,to,maximum,Life,frameType:,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
